title;genre;description;img_link
The Maltese Falcon;Film-Noir;San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.;Film-Noir_09.jpg
The Third Man;Film-Noir;Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.;Film-Noir_010.jpg
Shadow of a Doubt;Film-Noir;"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.";Film-Noir_011.jpg
Gilda;Film-Noir;A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.;Film-Noir_012.jpg
Niagara;Film-Noir;As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.;Film-Noir_013.jpg
The Big Sleep;Film-Noir;Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.;Film-Noir_014.jpg
The Night of the Hunter;Film-Noir;A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.;Film-Noir_015.jpg
Notorious;Film-Noir;The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?;Film-Noir_016.jpg
Out of the Past;Film-Noir;A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.;Film-Noir_017.jpg
Strangers on a Train;Film-Noir;A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.;Film-Noir_018.jpg
The Killing;Film-Noir;Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.;Film-Noir_019.jpg
Leave Her to Heaven;Film-Noir;A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.;Film-Noir_020.jpg
Laura;Film-Noir;A police detective falls in love with the woman whose murder he is investigating.;Film-Noir_021.jpg
Call Northside 777;Film-Noir;Chicago reporter P.J. McNeal re-opens a decade-old murder case.;Film-Noir_022.jpg
The Blue Dahlia;Film-Noir;An ex-bomber pilot is suspected of murdering his unfaithful wife.;Film-Noir_023.jpg
To Have and Have Not;Film-Noir;During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.;Film-Noir_024.jpg
This Gun for Hire;Film-Noir;When assassin Philip Raven shoots a blackmailer and his beautiful female companion dead, he is paid off in marked bills by his treasonous employer who is working with foreign spies.;Film-Noir_025.jpg
Sweet Smell of Success;Film-Noir;Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.;Film-Noir_026.jpg
The Roaring Twenties;Film-Noir;Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.;Film-Noir_027.jpg
Cry Terror!;Film-Noir;Duped by former Army pal Paul Hoplin into building a time-bomb, New York shop owner Jim Molner and his family become hostages of Hoplin who uses bomb-threats to extort money from airlines.;Film-Noir_028.jpg
The Killers;Film-Noir;Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.;Film-Noir_029.jpg
Hell Drivers;Film-Noir;A rookie trucker tries to expose his boss' rackets.;Film-Noir_030.jpg
The Glass Key;Film-Noir;A crooked politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.;Film-Noir_031.jpg
White Heat;Film-Noir;A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.;Film-Noir_032.jpg
Mildred Pierce;Film-Noir;A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.;Film-Noir_033.jpg
The Asphalt Jungle;Film-Noir;A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.;Film-Noir_034.jpg
Ruthless;Film-Noir;A poor boy who saved a rich girl from drowning is adopted by her family, but he grows into a money-hungry ruthless businessman who would step on others to get to the top of the social ladder.;Film-Noir_035.jpg
Scarface;Film-Noir;An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.;Film-Noir_036.jpg
Spellbound;Film-Noir;A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.;Film-Noir_037.jpg
Dead End;Film-Noir;The lives of a young man, a young woman, an infamous gangster, and a group of street kids converge one day in a volatile New York City slum.;Film-Noir_038.jpg
In a Lonely Place;Film-Noir;A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.;Film-Noir_039.jpg
Suspicion;Film-Noir;A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.;Film-Noir_040.jpg
Kiss of Death;Film-Noir;Nick Bianco is caught during a botched jewellery heist. The prosecution offer him a more lenient sentence if he squeals on his accomplices but he doesn't roll over on them. Three years into the sentence an event changes his mind.;Film-Noir_041.jpg
The Lady from Shanghai;Film-Noir;Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.;Film-Noir_042.jpg
The Tattered Dress;Film-Noir;When top lawyer James Blane gets an acquittal for a man who killed another man for sexually roughing up his trophy wife, the murderous town sheriff frames him for bribing a juror in the case.;Film-Noir_043.jpg
Key Largo;Film-Noir;A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.;Film-Noir_044.jpg
Fallen Angel;Film-Noir;A slick con man arrives in a small town looking to make some money, but soon gets more than he bargained for.;Film-Noir_045.jpg
The Big Heat;Film-Noir;Tough cop Dave Bannion takes on a politically powerful crime syndicate.;Film-Noir_046.jpg
The Lost Weekend;Film-Noir;The desperate life of a chronic alcoholic is followed through a four-day drinking bout.;Film-Noir_047.jpg
Don't Bother to Knock;Film-Noir;After being dumped by his girlfriend, an airline pilot pursues a babysitter in his hotel and gradually realizes she's dangerous.;Film-Noir_048.jpg
The Naked City;Film-Noir;A step-by-step look at a murder investigation on the streets of New York.;Film-Noir_049.jpg
New York Confidential;Film-Noir;A top syndicate crime boss and his corrupt politicians, make multi-million deals and order murders , until the vicious pattern finally catches up to him.;Film-Noir_050.jpg
The Crown;History;Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.;History_01.jpg
1899;History;Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.;History_02.jpg
Amsterdam;History;In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.;History_03.jpg
The Chosen;History;;History_04.jpg
She Said;History;New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation - a story that helped ignite a movement and shattered decades of silence around the subject of sexual assault in Hollywood.;History_05.jpg
The Woman King;History;A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.;History_06.jpg
Babylon;History;A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.;History_07.jpg
Ancient Apocalypse;History;What if everything we know about prehistory is wrong? Journalist Graham Hancock visits archaeological sites around the world investigating if a civilization far more advanced than we ever believed possible existed thousands of years ago.;History_08.jpg
Vikings;History;Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.;History_09.jpg
The Northman;History;A young Viking prince is on a quest to avenge his father's murder.;History_010.jpg
The Last Kingdom;History;As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.;History_011.jpg
Medieval;History;The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.;History_012.jpg
